trackName;artistName;endTime;msPlayed;TrackID;Popularity;msDuration;Release_day;Uri;Acousticness;Danceability;Energy;Speechiness;Instrumentalness;Liveness;Valence;Loudeness;Tempo;Time_signature;Key;Mode;uri2;id2
Un Giorno Migliore;Lùnapop;2020-05-23 17:29;0;5B0DR6rTfszfAlmAjBBitu;54;250240;1999-11-30;spotify:track:5B0DR6rTfszfAlmAjBBitu;0.16;0.441;0.781;0.0339;0;0.0859;0.306;-4.852;4;6;1;250240;spotify:track:5B0DR6rTfszfAlmAjBBitu;5B0DR6rTfszfAlmAjBBitu
Prima che;Daniele Silvestri;2020-05-23 17:31;123232;6C701aY6BtfkOUuy9jsenP;46;244080;2019-05-03;spotify:track:6C701aY6BtfkOUuy9jsenP;0.536;0.608;0.644;0.0386;0.00162;0.0994;0.748;-8.409;4;2;1;244080;spotify:track:6C701aY6BtfkOUuy9jsenP;6C701aY6BtfkOUuy9jsenP
Dietro l'intima ragione;Blastema;2020-05-23 20:00;272081;3h16imtgNkxUDKOjoDTNye;11;212493;2013-02-12;spotify:track:3h16imtgNkxUDKOjoDTNye;0.0945;0.488;0.624;0.0354;0;0.0951;0.22;-6.738;4;2;1;212493;spotify:track:3h16imtgNkxUDKOjoDTNye;3h16imtgNkxUDKOjoDTNye
Dietro l'intima ragione;Blastema;2020-05-28 11:50;404163;3h16imtgNkxUDKOjoDTNye;11;212493;2013-02-12;spotify:track:3h16imtgNkxUDKOjoDTNye;0.0945;0.488;0.624;0.0354;0;0.0951;0.22;-6.738;4;2;1;212493;spotify:track:3h16imtgNkxUDKOjoDTNye;3h16imtgNkxUDKOjoDTNye
Tira fuori le spine - (solo archi);Blastema;2020-05-28 11:52;106877;4UdiqMmhiK9GrvWaFZvjJj;3;219000;2013-02-12;spotify:track:4UdiqMmhiK9GrvWaFZvjJj;0.752;0.266;0.386;0.0309;0;0.109;0.25;-8.174;5;4;1;219000;spotify:track:4UdiqMmhiK9GrvWaFZvjJj;4UdiqMmhiK9GrvWaFZvjJj
From the Flame;Leprous;2020-05-28 11:57;274579;1tBxs9BqNlBXbIxVaCBrv5;50;231346;2017-08-25;spotify:track:1tBxs9BqNlBXbIxVaCBrv5;0.0343;0.538;0.743;0.0515;0.00187;0.103;0.316;-5.928;4;4;0;231347;spotify:track:1tBxs9BqNlBXbIxVaCBrv5;1tBxs9BqNlBXbIxVaCBrv5
Petalo;Moltheni;2020-05-30 10:26;4756;240lfFn0MhPPolTeae8KKz;10;213120;2009-11-15;spotify:track:240lfFn0MhPPolTeae8KKz;0.279;0.508;0.651;0.024;0.00712;0.173;0.541;-7.035;4;5;1;213120;spotify:track:240lfFn0MhPPolTeae8KKz;240lfFn0MhPPolTeae8KKz
From the Flame;Leprous;2020-05-30 10:26;6607;1tBxs9BqNlBXbIxVaCBrv5;50;231346;2017-08-25;spotify:track:1tBxs9BqNlBXbIxVaCBrv5;0.0343;0.538;0.743;0.0515;0.00187;0.103;0.316;-5.928;4;4;0;231347;spotify:track:1tBxs9BqNlBXbIxVaCBrv5;1tBxs9BqNlBXbIxVaCBrv5
Petalo;Moltheni;2020-05-30 10:29;206665;240lfFn0MhPPolTeae8KKz;10;213120;2009-11-15;spotify:track:240lfFn0MhPPolTeae8KKz;0.279;0.508;0.651;0.024;0.00712;0.173;0.541;-7.035;4;5;1;213120;spotify:track:240lfFn0MhPPolTeae8KKz;240lfFn0MhPPolTeae8KKz
Il circuito affascinante;Moltheni;2020-05-30 10:33;227638;6RRU3VvIgSiwgBBJqLvLHz;21;232693;2009-11-15;spotify:track:6RRU3VvIgSiwgBBJqLvLHz;0.1;0.594;0.776;0.0266;0.000887;0.132;0.757;-7.229;4;4;0;232693;spotify:track:6RRU3VvIgSiwgBBJqLvLHz;6RRU3VvIgSiwgBBJqLvLHz
Fiori di carne;Moltheni;2020-05-30 10:35;94531;3pxrwtNeS0sgC0ZgwJsf3E;5;257053;2009-11-15;spotify:track:3pxrwtNeS0sgC0ZgwJsf3E;0.0597;0.543;0.52;0.0303;0.249;0.087;0.263;-8.53;4;2;1;257053;spotify:track:3pxrwtNeS0sgC0ZgwJsf3E;3pxrwtNeS0sgC0ZgwJsf3E
Gli anni del malto;Moltheni;2020-05-30 10:38;225066;5ZiOZjIMJLWiJbHY00hRmi;10;224626;2008-10-10;spotify:track:5ZiOZjIMJLWiJbHY00hRmi;0.189;0.445;0.745;0.0273;0.015;0.0943;0.648;-5.292;3;5;1;224627;spotify:track:5ZiOZjIMJLWiJbHY00hRmi;5ZiOZjIMJLWiJbHY00hRmi
Nutriente;Moltheni;2020-05-30 10:40;106373;5lGbl5l0bgmGu2A7sLRsV4;10;236733;2000-02-17;spotify:track:5lGbl5l0bgmGu2A7sLRsV4;0.247;0.59;0.658;0.0236;0;0.277;0.512;-8.658;4;2;1;236733;spotify:track:5lGbl5l0bgmGu2A7sLRsV4;5lGbl5l0bgmGu2A7sLRsV4
In centro all'orgoglio;Moltheni;2020-05-30 10:45;297880;1xq4hduythn8PEKrQSSWIL;12;275160;2000-02-17;spotify:track:1xq4hduythn8PEKrQSSWIL;0.31;0.628;0.739;0.0292;0;0.0957;0.532;-7.49;4;4;1;275160;spotify:track:1xq4hduythn8PEKrQSSWIL;1xq4hduythn8PEKrQSSWIL
Zona Monumentale;Moltheni;2020-05-30 10:46;75897;6OSulaeBTmT5JcOJjuE9qM;6;245840;2009-11-15;spotify:track:6OSulaeBTmT5JcOJjuE9qM;0.507;0.507;0.618;0.0286;0.000325;0.107;0.154;-5.951;4;11;1;245840;spotify:track:6OSulaeBTmT5JcOJjuE9qM;6OSulaeBTmT5JcOJjuE9qM
Tira fuori le spine - (solo archi);Blastema;2020-06-03 09:11;10771;4UdiqMmhiK9GrvWaFZvjJj;3;219000;2013-02-12;spotify:track:4UdiqMmhiK9GrvWaFZvjJj;0.752;0.266;0.386;0.0309;0;0.109;0.25;-8.174;5;4;1;219000;spotify:track:4UdiqMmhiK9GrvWaFZvjJj;4UdiqMmhiK9GrvWaFZvjJj
Dietro l'intima ragione;Blastema;2020-06-03 09:11;212493;3h16imtgNkxUDKOjoDTNye;11;212493;2013-02-12;spotify:track:3h16imtgNkxUDKOjoDTNye;0.0945;0.488;0.624;0.0354;0;0.0951;0.22;-6.738;4;2;1;212493;spotify:track:3h16imtgNkxUDKOjoDTNye;3h16imtgNkxUDKOjoDTNye
Dietro l'intima ragione;Blastema;2020-06-03 09:14;212493;3h16imtgNkxUDKOjoDTNye;11;212493;2013-02-12;spotify:track:3h16imtgNkxUDKOjoDTNye;0.0945;0.488;0.624;0.0354;0;0.0951;0.22;-6.738;4;2;1;212493;spotify:track:3h16imtgNkxUDKOjoDTNye;3h16imtgNkxUDKOjoDTNye
Tira fuori le spine - (solo archi);Blastema;2020-06-03 09:16;112965;4UdiqMmhiK9GrvWaFZvjJj;3;219000;2013-02-12;spotify:track:4UdiqMmhiK9GrvWaFZvjJj;0.752;0.266;0.386;0.0309;0;0.109;0.25;-8.174;5;4;1;219000;spotify:track:4UdiqMmhiK9GrvWaFZvjJj;4UdiqMmhiK9GrvWaFZvjJj
Nuvole e lenzuola;Negramaro;2020-06-03 09:19;161824;7odhtNbpziUkgh00RsjzHQ;46;199200;2006-05-26;spotify:track:7odhtNbpziUkgh00RsjzHQ;0.0727;0.525;0.923;0.0917;0;0.38;0.662;-3.873;4;11;0;199200;spotify:track:7odhtNbpziUkgh00RsjzHQ;7odhtNbpziUkgh00RsjzHQ
Tutto quello che un uomo;Sergio Cammariere;2020-06-03 09:23;250253;6JVGVkqRnOonDE4VQd1Qp9;51;250253;2002-09-28;spotify:track:6JVGVkqRnOonDE4VQd1Qp9;0.76;0.598;0.332;0.0288;5.21e-06;0.192;0.447;-10.489;3;1;0;250253;spotify:track:6JVGVkqRnOonDE4VQd1Qp9;6JVGVkqRnOonDE4VQd1Qp9
Heart Set to Divide;Katatonia;2020-06-06 15:13;329306;0w5CEH9Ptv2zDhJar45EqQ;39;329306;2020-04-24;spotify:track:0w5CEH9Ptv2zDhJar45EqQ;0.00241;0.33;0.836;0.0795;0.0109;0.106;0.187;-9.006;3;10;0;329307;spotify:track:0w5CEH9Ptv2zDhJar45EqQ;0w5CEH9Ptv2zDhJar45EqQ
Behind the Blood;Katatonia;2020-06-06 15:18;277440;2D6MfuPsbppat5Mv9nN4M3;46;277440;2020-04-24;spotify:track:2D6MfuPsbppat5Mv9nN4M3;7.65e-05;0.518;0.859;0.0404;0.0123;0.278;0.555;-7.941;4;5;0;277440;spotify:track:2D6MfuPsbppat5Mv9nN4M3;2D6MfuPsbppat5Mv9nN4M3
Lacquer;Katatonia;2020-06-06 15:22;282106;0qA9j2IpP4voAIj9FXxHeb;47;282106;2020-04-24;spotify:track:0qA9j2IpP4voAIj9FXxHeb;0.219;0.527;0.453;0.033;3.93e-05;0.104;0.179;-11.677;3;0;0;282107;spotify:track:0qA9j2IpP4voAIj9FXxHeb;0qA9j2IpP4voAIj9FXxHeb
Rein;Katatonia;2020-06-06 15:24;86933;2SakqvTclWdeMmW815l8eq;35;260600;2020-04-24;spotify:track:2SakqvTclWdeMmW815l8eq;0.000869;0.446;0.733;0.0358;0.0223;0.368;0.443;-8.292;3;7;0;260600;spotify:track:2SakqvTclWdeMmW815l8eq;2SakqvTclWdeMmW815l8eq
Rein;Katatonia;2020-06-07 09:35;3560;2SakqvTclWdeMmW815l8eq;35;260600;2020-04-24;spotify:track:2SakqvTclWdeMmW815l8eq;0.000869;0.446;0.733;0.0358;0.0223;0.368;0.443;-8.292;3;7;0;260600;spotify:track:2SakqvTclWdeMmW815l8eq;2SakqvTclWdeMmW815l8eq
